grade confidence_level
Wrong 0.5996904969215393
Wrong 0.5916251540184021
Correct 0.9999997019767761
Correct 0.9999992251396179
Correct 0.999998152256012
Wrong 1.0
Abstained 0.9470712542533875
Abstained 0.994910478591919
Correct 1.0
Correct 1.0
Correct 0.9994824528694153
Correct 0.9999962449073792
Correct 0.9995130896568298
Wrong 0.9999808073043823
Correct 0.9999996423721313
Abstained 0.986777126789093
Correct 0.9980406165122986
Wrong 0.9908353686332703
Correct 0.9999122023582458
Correct 0.999999463558197
Correct 0.9999998807907104
Wrong 0.9961841702461243
Abstained 0.9999958276748657
Correct 0.9999995231628418
Correct 1.0
Wrong 1.0
Correct 0.9999995231628418
Wrong 0.9979435801506042
Wrong 1.0
Wrong 0.986754834651947
Correct 0.9999999403953552
Correct 0.9999985694885254
Wrong 0.9999998807907104
Correct 0.9999995827674866
Wrong 0.9999998807907104
Wrong 0.9999989867210388
Correct 0.9999986886978149
Wrong 0.9638036489486694
Correct 0.9972835183143616
Correct 0.9999976754188538
Wrong 0.9999996423721313
Wrong 1.0
Wrong 0.9998158812522888
Wrong 0.9999980926513672
Correct 0.9999997019767761
Wrong 0.9998902082443237
Correct 0.9999994039535522
Correct 0.9999924898147583
Wrong 0.9242725968360901
Correct 0.9999999403953552
Correct 1.0
Correct 0.9999993443489075
Correct 0.9999996423721313
Correct 0.990587055683136
Correct 0.9999935030937195
Abstained 1.0
Correct 0.9959374666213989
Correct 0.9998838305473328
Wrong 0.9999740719795227
Wrong 0.9999989867210388
Correct 0.9999988079071045
Wrong 0.9979809522628784
Correct 0.9999998807907104
Wrong 0.999999463558197
Wrong 0.9999992847442627
Abstained 0.9890381097793579
Correct 0.998245358467102
Correct 0.8898756504058838
Correct 0.9999930262565613
Wrong 1.0
Wrong 0.99997878074646
Correct 0.9999992847442627
Correct 0.9998234510421753
Correct 0.9999999403953552
Correct 0.9999994039535522
Wrong 0.9999998807907104
Correct 0.9979156255722046
Correct 0.9956661462783813
Correct 0.9988340735435486
Correct 0.9999997019767761
Correct 1.0
Abstained 0.9999534487724304
Wrong 0.9999847412109375
Wrong 0.9982723593711853
Correct 1.0
Correct 0.9999613165855408
Correct 0.9999999403953552
Wrong 0.9999998807907104
Wrong 0.9999998211860657
Correct 0.9600858688354492
Abstained 0.9999998211860657
Wrong 0.9362408518791199
Correct 0.9999995827674866
Correct 0.9999972581863403
Correct 1.0
Correct 0.9908328652381897
Correct 0.5389043688774109
Wrong 0.9999359250068665
Wrong 0.9999999403953552
Correct 0.9999999403953552
Correct 0.9999998807907104
Correct 0.9999998807907104
Correct 0.9999979734420776
Correct 1.0
Correct 0.9999995231628418
Correct 0.9999904632568359
Wrong 0.9997579455375671
Correct 0.9984748959541321
Correct 0.9999869465827942
Abstained 0.41475099325180054
Correct 0.9999961256980896
Correct 0.9999935030937195
Correct 0.9999836087226868
Correct 0.9999998807907104
